typeID,groupID,typeName,description,mass,volume,capacity,portionSize,raceID,basePrice,published,marketGroupID,iconID,soundID,graphicID
621,26,Caracal,"The Caracal is a powerful vessel that specializes in missile deployment. It has excellent shield defenses, but poor armor plating. Its missile arsenal, when fully stocked, is capable of making mincemeat of almost anyone.",11910000.0000000000,92000.0000000000,450.0000000000,1,1,8000000.0000,1,75,None,20070,42
622,26,Stabber,"The Stabber is the mainstay of the Minmatar fleet. It is light and extremely fast, yet surprisingly powerful, with a wide variety of weapons. It is one of few Minmatar vessels that have reached popularity outside Minmatar space.",11400000.0000000000,80000.0000000000,420.0000000000,1,2,8000000.0000,1,73,None,20078,47
623,26,Moa,"The Moa was designed as an all-out combat ship, and its heavy armament allows the Moa to tackle almost anything that floats in space. In contrast to its nemesis the Thorax, the Moa is most effective at long range where its railguns can rain death upon foes.",12000000.0000000000,101000.0000000000,450.0000000000,1,1,8000000.0000,1,75,None,20070,49
624,26,Maller,"Quite possibly the toughest cruiser in the galaxy, the Maller is a common sight in Amarrian Imperial Navy operations. It is mainly used for military duty, although a few can be found in the private sector acting as escort ships for very important dispatches.",13150000.0000000000,118000.0000000000,480.0000000000,1,4,8000000.0000,1,74,None,20063,57
625,26,Augoror,"In YC114 each major empire faction, having been embroiled in a harrowing, extensive, long-term war, recognized the growing need for support and logistics functionality in their vessels during the kind of protracted interstellar warfare that might otherwise prove exhausting for its participants. Both Frigate and Cruiser-class ships were put under the microscope, and in the Amarr Empire the outcome of the re-evaluation process led, among other developments, to a redesign and redeployment of the Augoror.

The Augoror-class cruiser is one of the old warhorses of the Amarr Empire, having seen action in both the Jovian War and the Minmatar Rebellion. Like most Amarr vessels, the Augoror depended first and foremost on its resilience and heavy armor to escape unscathed from unfriendly encounters. After its overhaul, it had some of the armor stripped off to make room for equipment allowing it to focus on the armor of other vessels, along with energy transfers.",12870000.0000000000,115000.0000000000,465.0000000000,1,4,6400000.0000,1,74,None,20063,58
626,26,Vexor,"The Vexor is a strong combat ship that is also geared to operate in a variety of other roles. The Vexor is especially useful for surveying in potentially hostile sectors as it can stay on duty for a very long time before having to return to base. Furthermore, it is well capable of defending itself against even concentrated attacks.",11100000.0000000000,115000.0000000000,480.0000000000,1,8,8000000.0000,1,76,None,20074,62
627,26,Thorax,"The Thorax-class cruiser is the latest combat ship commissioned by the Federation. While the Thorax is a very effective ship at any range, typical of modern Gallente design philosophy it is most effective when working at extreme close range where its blasters and hordes of combat drones tear through even the toughest of enemies.",11280000.0000000000,112000.0000000000,465.0000000000,1,8,8000000.0000,1,76,None,20074,63
628,26,Arbitrator,"The Arbitrator is unusual for Amarr ships in that it's primarily a drone carrier. While it is not the best carrier around, it has superior armor that gives it greater durability than most ships in its class.",11200000.0000000000,120000.0000000000,345.0000000000,1,4,6400000.0000,1,74,None,20063,298
629,26,Rupture,"The Rupture is slow for a Minmatar ship, but it more than makes up for it in power. The Rupture has superior firepower and is used by the Minmatar Republic both to defend space stations and other stationary objects and as part of massive attack formations.",12200000.0000000000,96000.0000000000,450.0000000000,1,2,8000000.0000,1,73,None,20077,302
630,26,Bellicose,"Being a highly versatile class of Minmatar ships, the Bellicose has been used as a combat juggernaut as well as a support ship for wings of frigates. While not quite in the league of newer navy cruisers, the Bellicose is still a very solid ship for most purposes, especially in terms of long range combat.",11550000.0000000000,85000.0000000000,315.0000000000,1,2,8000000.0000,1,73,None,20078,303
631,26,Scythe,"In YC114 each major empire faction, having been embroiled in a harrowing, extensive, long-term war, recognized the growing need for support and logistics functionality in their vessels during the kind of protracted interstellar warfare that might otherwise prove exhausting for its participants. Both Frigate and Cruiser-class ships were put under the microscope, and in the Minmatar Republic the outcome of the re-evaluation process led, among other developments, to a redesign and redeployment of the Scythe.

The Scythe-class cruiser remains the oldest Minmatar ship still in use. It has seen many battles and is an integrated part in Minmatar tales and heritage. With its redesign, past firmware upgrades for mining output were tossed out entirely in favor of two new separate systems that focused on shield transporting and logistics drones respectively.",11110000.0000000000,89000.0000000000,475.0000000000,1,2,6400000.0000,1,73,None,20078,304
632,26,Blackbird,"The Blackbird is a small high-tech cruiser newly employed by the Caldari Navy. Commonly seen in fleet battles or acting as wingman, it is not intended for head-on slugfests, but rather delicate tactical situations.",13190000.0000000000,96000.0000000000,305.0000000000,1,1,6400000.0000,1,75,None,20070,311
633,26,Celestis,"The Celestis cruiser is a versatile ship which can be employed in a myriad of roles, making it handy for small corporations with a limited number of ships. True to Gallente style the Celestis is especially deadly in close quarters combat due to its advanced targeting systems.",12070000.0000000000,116000.0000000000,320.0000000000,1,8,6400000.0000,1,76,None,20074,319
634,26,Exequror,"In YC114 each major empire faction, having been embroiled in a harrowing, extensive, long-term war, recognized the growing need for support and logistics functionality in their vessels during the kind of protracted interstellar warfare that might otherwise prove exhausting for its participants. Both Frigate and Cruiser-class ships were put under the microscope, and in the Gallente Federation the outcome of the re-evaluation process led, among other developments, to a redesign and redeployment of the Exequror.

The Exequror was a heavy cargo cruiser originally strong enough to defend itself against raiding frigates, though it lacked prowess in heavier combat situations. After its redesign, it had some of that bulk - and, necessarily, some of that strength - yanked out and replaced with the capability to help others in heavy combat situations, in particular those who needed armor repairs.",11020000.0000000000,113000.0000000000,495.0000000000,1,8,6400000.0000,1,76,None,20074,320
635,26,Opux Luxury Yacht,"The Opux Luxury Yachts are normally used by the entertainment industry for pleasure tours for wealthy Gallente citizens. These Opux Luxury Yacht cruisers are rarely seen outside of Gallente controlled space, but are extremely popular within the Federation.",13075000.0000000000,115000.0000000000,1750.0000000000,1,8,None,1,1699,None,20074,330
638,27,Raven,"The Raven is the powerhouse of the Caldari Navy. With its myriad launcher slots and powerful shields, few ships can rival it in strength or majesty.",99300000.0000000000,470000.0000000000,830.0000000000,1,1,153900000.0000,1,80,None,20068,43
639,27,Tempest,"The Tempest is one of the Republic Fleet's key vessels; a versatile gunship proficient at long-range bombardment and capable of dishing out specialized types of damage with great effectiveness. A well-rounded squadron of Tempests has been proven time and time again to be an invaluable wild card in a fleet battle, one which opponents should ignore at their own peril.",99500000.0000000000,450000.0000000000,780.0000000000,1,2,153900000.0000,1,78,None,20076,48
640,27,Scorpion,"The first Scorpion-class battleship was launched only a couple of years ago, and those that have been built are considered to be prototypes. Little is known of its capabilities, but what has been garnered suggests that the Scorpion is crammed to the brink with sophisticated hi-tech equipment that few can match.",103600000.0000000000,468000.0000000000,690.0000000000,1,1,123600000.0000,1,80,None,20068,50
641,27,Megathron,"The Megathron has established itself as one of the most feared and respected battleships around. Since its first appearance almost two decades ago it has seen considerable service in the troublesome regions on the outskirts of the Federation, helping to expand and defend Gallentean influence there.",98400000.0000000000,470000.0000000000,845.0000000000,1,8,153900000.0000,1,81,None,20072,64
642,27,Apocalypse,"In days past, only those in high favor with the Emperor could hope to earn the reward of commanding one of the majestic and powerful Apocalypse class battleships. In latter years, even though now in full market circulation, these golden, metallic monstrosities are still feared and respected as enduring symbols of Amarrian might.",97100000.0000000000,470000.0000000000,845.0000000000,1,4,153900000.0000,1,79,None,20061,296
643,27,Armageddon,"The mighty Armageddon class is one of the enduring warhorses of the Amarr Empire. Once a juggernaut that steamrolled its way into battle, it has now taken on a more stately and calculated approach, sending out a web of drones in its place while it drains the enemy from a distance.",105200000.0000000000,470000.0000000000,750.0000000000,1,4,153900000.0000,1,79,None,20061,297
644,27,Typhoon,"Much praised by its proponents and much maligned by its detractors, the Typhoon-class battleship has always been one of the most hotly debated spacefaring vessels around. Its distinguishing aspect - and the source of most of the controversy - is its sheer versatility, variously seen as either a lack of design focus or a deliberate freedom for pilot modification.",100600000.0000000000,414000.0000000000,780.0000000000,1,2,153900000.0000,1,78,None,20076,301
645,27,Dominix,"The Dominix is one of the old warhorses dating back to the Gallente-Caldari War. While no longer regarded as the king of the hill, it is by no means obsolete. Its formidable hulk and powerful drone arsenal means that anyone not in the largest and latest battleships will regret ever locking horns with it.",100250000.0000000000,454500.0000000000,750.0000000000,1,8,153900000.0000,1,81,None,20072,318
648,28,Badger,"The Badger-class hauler is the main light cargo-carrier for the Caldari State, particularly for long, arduous trade runs. Its large size and flexible defenses make it perfectly equipped for those tasks, although the Caldari seldom let it roam alone.",10650000.0000000000,250000.0000000000,3900.0000000000,1,1,1400000.0000,1,84,None,20070,51
649,28,Tayra,"The Tayra, an evolution of the old Badger Mark II hauler, focuses entirely on reaching the highest potential capacity that Caldari engineers can manage in a standard cargo carrier.",13000000.0000000000,270000.0000000000,7300.0000000000,1,1,1400000.0000,1,84,None,20070,52
650,28,Nereus,"Originally set to sail under the guise of ""Iteron"", this new iteration of an old and stalwart hauler is fast and reliable. It is equally popular among civilians and militaries due to its low price and ability to be fitted in myriad different ways. Despite its speed and resilience, however, it may need to be guarded while in particularly unfriendly territories, which is why it has also been outfitted with a drone bay for extra protection.",11250000.0000000000,240000.0000000000,2700.0000000000,1,8,1400000.0000,1,83,None,20074,65
651,28,Hoarder,"Aside from being endowed with the usual carrying capabilities of haulers, the Hoarder possesses an extra cargo bay. That bay is a static-free, blast-proof chamber, and as such is meant to be dedicated solely to ferrying consumable charges of all kinds, including ammunition, missiles, capacitor charges, nanite paste and bombs.",10625000.0000000000,400000.0000000000,500.0000000000,1,2,1400000.0000,1,82,None,20078,308
652,28,Mammoth,"The Mammoth is the largest hauler in the Minmatar Republic's light cargo ship fleets. It was designed with aid from the Gallente Federation, making the Mammoth both large and powerful yet also nimble and technologically advanced. A very good buy.",11500000.0000000000,255000.0000000000,5500.0000000000,1,2,1400000.0000,1,82,None,20078,309
653,28,Wreathe,"The Wreathe is an old hauler of the Minmatar Republic and one of the oldest ship designs still in use. The design of the Wreathe is very plain, which is the main reason for its longevity, but it also makes the ship incapable of handling anything but the most mundane tasks.",10000000.0000000000,225000.0000000000,2900.0000000000,1,2,1400000.0000,1,82,None,20078,310
654,28,Kryos,"Aside from being endowed with the usual carrying capabilities of haulers, the Kryos possesses an extra cargo bay. That bay is equipped with precise temperature and pressure controls, and is dedicated solely to ferrying minerals. The Kryos was originally designed as a variant of the Iteron, but eventually evolved to perform an entirely separate role.",12625000.0000000000,245000.0000000000,550.0000000000,1,8,1400000.0000,1,83,None,20074,325
655,28,Epithal,"Aside from being endowed with the usual carrying capabilities of haulers, the Epithal possesses an extra cargo bay. That bay is equipped with sealed sub-chambers capable of maintaining hospitable environments for practically any kind of organism or entity, from biocells to viral agents, and is meant solely for ferrying planetary commodities. The Epithal was originally designed as a variant of the Iteron, but eventually evolved to perform an entirely separate role.",12800000.0000000000,250000.0000000000,550.0000000000,1,8,1400000.0000,1,83,None,20074,326
656,28,Miasmos,"Aside from being endowed with the usual carrying capabilities of haulers, the Miasmos possesses an extra cargo bay. That bay is equipped with sealed, temperature-controlled vats, and is meant solely for ferrying all types of interstellar ore: ice, gasses and asteroids. The Miasmos was originally designed as a variant of the Iteron, but eventually evolved to perform an entirely separate role.",12975000.0000000000,265000.0000000000,550.0000000000,1,8,1400000.0000,1,83,None,20074,327
657,28,Iteron Mark V,"This lumbering giant is the latest and last iteration in a chain of haulers. It is the only one to retain the original ""Iteron""-class callsign, but while all the others eventually evolved into specialized versions, the Iteron Mk. V still does what haulers do best: Transporting enormous amounts of goods and commodities between the stars.",13500000.0000000000,275000.0000000000,5800.0000000000,1,8,1400000.0000,1,83,None,20074,328
670,29,Capsule,Standard capsule.,32000.0000000000,1000.0000000000,0E-10,1,16,None,1,None,73,20080,73
671,30,Erebus,"From the formless void's gaping maw, there springs an entity. Not an entity such as any you can conceive of, nor I; an entity more primordial than the elements themselves, yet constantly coming into existence even as it is destroyed. It is the Child of Chaos, the Pathway to the Next.

The darkness shall swallow the land, and in its wake there will follow a storm, as the appetite of nothing expands over the world.

From the formless void's gaping maw, there springs an entity.

<i>-Dr. Damella Macaper,
The Seven Events of the Apocalypse</i>",2100000000.0000000000,145500000.0000000000,16250.0000000000,1,8,178800000000.0000,1,815,None,20075,2942
672,31,Caldari Shuttle,Caldari Shuttle,1600000.0000000000,5000.0000000000,10.0000000000,1,1,7500.0000,1,396,None,20080,317
681,104,Clone Grade Beta Blueprint,,0E-10,0.0100000000,0E-10,1,None,9999999.0000,0,None,34,None,0
682,104,Clone Grade Gamma Blueprint,,0E-10,0.0100000000,0E-10,1,None,9999999.0000,0,None,34,None,0
683,105,Bantam Blueprint,,0E-10,0.0100000000,0E-10,1,None,2550000.0000,1,261,None,None,38
684,105,Condor Blueprint,,0E-10,0.0100000000,0E-10,1,None,2150000.0000,1,261,None,None,39
685,105,Griffin Blueprint,,0E-10,0.0100000000,0E-10,1,None,2350000.0000,1,261,None,None,40
686,106,Osprey Blueprint,,0E-10,0.0100000000,0E-10,1,None,80500000.0000,1,275,None,None,41
687,106,Caracal Blueprint,,0E-10,0.0100000000,0E-10,1,None,82500000.0000,1,275,None,None,42
688,107,Raven Blueprint,,0E-10,0.0100000000,0E-10,1,None,1135000000.0000,1,280,None,None,43
689,105,Slasher Blueprint,,0E-10,0.0100000000,0E-10,1,None,2100000.0000,1,264,None,None,44
690,105,Probe Blueprint,,0E-10,0.0100000000,0E-10,1,None,2700000.0000,1,264,None,None,45
691,105,Rifter Blueprint,,0E-10,0.0100000000,0E-10,1,None,2800000.0000,1,264,None,None,46
692,106,Stabber Blueprint,,0E-10,0.0100000000,0E-10,1,None,82000000.0000,1,273,None,None,47
693,107,Tempest Blueprint,,0E-10,0.0100000000,0E-10,1,None,1055000000.0000,1,278,None,None,48
784,134,Miner II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,1,None,1061,None,0
785,134,Miner I Blueprint,,0E-10,0.0100000000,0E-10,1,None,92720.0000,1,338,1061,None,0
786,136,Light Missile Launcher I Blueprint,,0E-10,0.0100000000,0E-10,1,None,60000.0000,1,340,168,None,0
788,136,Heavy Missile Launcher I Blueprint,,0E-10,0.0100000000,0E-10,1,None,300000.0000,1,340,169,None,20081
790,136,Torpedo Launcher I Blueprint,,0E-10,0.0100000000,0E-10,1,None,999960.0000,1,340,170,None,170
803,166,Mjolnir Cruise Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,5000000.0000,1,1526,182,None,0
804,166,Scourge Cruise Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,3000000.0000,1,1526,183,None,0
805,166,Inferno Cruise Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,4000000.0000,1,1526,184,None,20040
806,166,Nova Cruise Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,2500000.0000,1,1526,185,None,0
807,166,Nova Heavy Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,700000.0000,1,1527,186,None,0
808,166,Mjolnir Heavy Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,900000.0000,1,1527,187,None,0
809,166,Inferno Heavy Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,800000.0000,1,1527,188,None,0
810,166,Scourge Heavy Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,750000.0000,1,1527,189,None,0
811,166,Scourge Light Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,150000.0000,1,1528,190,None,0
812,166,Inferno Light Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,160000.0000,1,1528,191,None,0
813,166,Mjolnir Light Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,180000.0000,1,1528,192,None,0
814,166,Nova Light Missile Blueprint,,1.0000000000,0.0100000000,0E-10,1,None,140000.0000,1,1528,193,None,0
819,135,125mm Gatling AutoCannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,20000.0000,1,296,387,None,0
820,135,150mm Light AutoCannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,60000.0000,1,296,387,None,0
821,135,200mm AutoCannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,90000.0000,1,296,387,None,0
822,135,250mm Light Artillery Cannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,120000.0000,1,296,389,None,0
823,135,280mm Howitzer Artillery I Blueprint,,0E-10,0.0100000000,0E-10,1,None,150000.0000,1,296,389,None,0
824,135,Dual 180mm AutoCannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,200000.0000,1,297,386,None,0
825,135,220mm Vulcan AutoCannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,600000.0000,1,297,386,None,0
826,135,425mm AutoCannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,900000.0000,1,297,386,None,0
827,135,650mm Artillery Cannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,1200000.0000,1,297,384,None,0
828,135,720mm Howitzer Artillery I Blueprint,,0E-10,0.0100000000,0E-10,1,None,1500000.0000,1,297,384,None,0
829,135,Dual 425mm AutoCannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,2000000.0000,1,298,381,None,0
830,135,Dual 650mm Repeating Cannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,6000000.0000,1,298,381,None,0
831,135,800mm Repeating Cannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,9000000.0000,1,298,381,None,0
832,135,1200mm Artillery Cannon I Blueprint,,0E-10,0.0100000000,0E-10,1,None,12000000.0000,1,298,379,None,0
833,135,1400mm Howitzer Artillery I Blueprint,,0E-10,0.0100000000,0E-10,1,None,15000000.0000,1,298,379,None,0
834,133,Gatling Pulse Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,20000.0000,1,292,350,None,0
835,133,Dual Light Pulse Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,60000.0000,1,292,350,None,0
836,133,Dual Light Beam Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,90000.0000,1,292,352,None,0
837,133,Small Focused Pulse Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,120000.0000,1,292,350,None,0
838,133,Small Focused Beam Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,150000.0000,1,292,352,None,0
839,133,Quad Light Beam Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,185280.0000,1,293,355,None,0
840,133,Focused Medium Pulse Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,600000.0000,1,293,356,None,0
841,133,Focused Medium Beam Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,900000.0000,1,293,355,None,0
842,133,Heavy Pulse Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,1200000.0000,1,293,356,None,0
843,133,Heavy Beam Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,1500000.0000,1,293,355,None,0
844,133,Dual Heavy Pulse Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,2000000.0000,1,295,360,None,0
845,133,Dual Heavy Beam Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,6000000.0000,1,295,361,None,0
846,133,Mega Pulse Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,9000000.0000,1,295,360,None,0
847,133,Mega Beam Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,12000000.0000,1,295,361,None,0
848,133,Tachyon Beam Laser I Blueprint,,0E-10,0.0100000000,0E-10,1,None,15000000.0000,1,295,361,None,0
879,165,Carbonized Lead S Blueprint,,0E-10,0.0100000000,0E-10,1,None,20000.0000,1,313,1004,None,1308
880,165,Nuclear S Blueprint,,0E-10,0.0100000000,0E-10,1,None,30000.0000,1,313,1288,None,1288
881,165,Proton S Blueprint,,0E-10,0.0100000000,0E-10,1,None,40000.0000,1,313,1290,None,1290
882,165,Depleted Uranium S Blueprint,,0E-10,0.0100000000,0E-10,1,None,50000.0000,1,313,1285,None,1285
883,165,Titanium Sabot S Blueprint,,0E-10,0.0100000000,0E-10,1,None,60000.0000,1,313,1291,None,1291
884,165,Fusion S Blueprint,,0E-10,0.0100000000,0E-10,1,None,70000.0000,1,313,1287,None,1287
885,165,Phased Plasma S Blueprint,,0E-10,0.0100000000,0E-10,1,None,80000.0000,1,313,1289,None,1289
886,165,EMP S Blueprint,,0E-10,0.0100000000,0E-10,1,None,100000.0000,1,313,1286,None,1286
887,165,Carbonized Lead M Blueprint,,0E-10,0.0100000000,0E-10,1,None,80000.0000,1,312,1292,None,1292
888,165,Nuclear M Blueprint,,0E-10,0.0100000000,0E-10,1,None,120000.0000,1,312,1296,None,1296
889,165,Proton M Blueprint,,0E-10,0.0100000000,0E-10,1,None,165000.0000,1,312,1298,None,1298
890,165,Depleted Uranium M Blueprint,,0E-10,0.0100000000,0E-10,1,None,205000.0000,1,312,1293,None,1293
891,165,Titanium Sabot M Blueprint,,0E-10,0.0100000000,0E-10,1,None,235000.0000,1,312,1299,None,1299
892,165,Fusion M Blueprint,,0E-10,0.0100000000,0E-10,1,None,275000.0000,1,312,1295,None,1295
893,165,Phased Plasma M Blueprint,,0E-10,0.0100000000,0E-10,1,None,325000.0000,1,312,1297,None,1297
894,165,EMP M Blueprint,,0E-10,0.0100000000,0E-10,1,None,400000.0000,1,312,1294,None,1294
895,165,Carbonized Lead L Blueprint,,0E-10,0.0100000000,0E-10,1,None,200000.0000,1,309,1300,None,1300
896,165,Nuclear L Blueprint,,0E-10,0.0100000000,0E-10,1,None,300000.0000,1,309,1304,None,1304
897,165,Proton L Blueprint,,0E-10,0.0100000000,0E-10,1,None,400000.0000,1,309,1306,None,1306
898,165,Depleted Uranium L Blueprint,,0E-10,0.0100000000,0E-10,1,None,500000.0000,1,309,1301,None,1301
899,165,Titanium Sabot L Blueprint,,0E-10,0.0100000000,0E-10,1,None,600000.0000,1,309,1307,None,1307
900,165,Fusion L Blueprint,,0E-10,0.0100000000,0E-10,1,None,700000.0000,1,309,1303,None,1303
901,165,Phased Plasma L Blueprint,,0E-10,0.0100000000,0E-10,1,None,800000.0000,1,309,1305,None,1305
902,165,EMP L Blueprint,,0E-10,0.0100000000,0E-10,1,None,1000000.0000,1,309,1302,None,1302
935,105,Reaper Blueprint,,0E-10,0.0100000000,0E-10,1,None,9999999.0000,0,None,None,None,53
936,105,Executioner Blueprint,,0E-10,0.0100000000,0E-10,1,None,2175000.0000,1,272,None,None,54
937,105,Inquisitor Blueprint,,0E-10,0.0100000000,0E-10,1,None,2575000.0000,1,272,None,None,55
938,105,Tormentor Blueprint,,0E-10,0.0100000000,0E-10,1,None,2875000.0000,1,272,None,None,56
939,105,Navitas Blueprint,,0E-10,0.0100000000,0E-10,1,None,2525000.0000,1,277,None,None,59
940,105,Tristan Blueprint,,0E-10,0.0100000000,0E-10,1,None,2825000.0000,1,277,None,None,60
941,105,Incursus Blueprint,,0E-10,0.0100000000,0E-10,1,None,2825000.0000,1,277,None,None,61
943,105,Impairor Blueprint,,0E-10,0.0100000000,0E-10,1,None,9999999.0000,0,None,None,None,299
944,105,Punisher Blueprint,,0E-10,0.0100000000,0E-10,1,None,2875000.0000,1,272,None,None,300
945,105,Breacher Blueprint,,0E-10,0.0100000000,0E-10,1,None,2800000.0000,1,264,None,None,305
946,105,Burst Blueprint,,0E-10,0.0100000000,0E-10,1,None,2500000.0000,1,264,None,None,306
947,105,Minmatar Peacekeeper Ship Blueprint,,0E-10,0.0100000000,0E-10,1,None,9999999.0000,0,None,None,None,307
948,105,Ibis Blueprint,,0E-10,0.0100000000,0E-10,1,None,9999999.0000,0,None,None,None,312
949,105,Kestrel Blueprint,,0E-10,0.0100000000,0E-10,1,None,2850000.0000,1,261,None,None,313
950,105,Merlin Blueprint,,0E-10,0.0100000000,0E-10,1,None,2850000.0000,1,261,None,None,314
952,105,Heron Blueprint,,0E-10,0.0100000000,0E-10,1,None,2750000.0000,1,261,None,None,316
953,105,Velator Blueprint,,0E-10,0.0100000000,0E-10,1,None,9999999.0000,0,None,None,None,321
954,105,Imicus Blueprint,,0E-10,0.0100000000,0E-10,1,None,2725000.0000,1,277,None,None,322
955,105,Atron Blueprint,,0E-10,0.0100000000,0E-10,1,None,2125000.0000,1,277,None,None,323
956,105,Maulus Blueprint,,0E-10,0.0100000000,0E-10,1,None,2325000.0000,1,277,None,None,324
960,105,Devourer Blueprint,,0E-10,0.0100000000,0E-10,1,2,9999999.0000,0,None,None,None,339
961,105,Fury Blueprint,,0E-10,0.0100000000,0E-10,1,2,9999999.0000,0,None,None,None,340
962,105,Immolator Blueprint,,0E-10,0.0100000000,0E-10,1,4,9999999.0000,0,None,None,None,341
963,105,Medusa Blueprint,,0E-10,0.0100000000,0E-10,1,2,9999999.0000,0,None,None,None,342
964,105,Echo Blueprint,,0E-10,0.0100000000,0E-10,1,2,9999999.0000,0,None,None,None,343
965,105,Lynx Blueprint,,0E-10,0.0100000000,0E-10,1,2,9999999.0000,0,None,None,None,344
966,105,Swordspine Blueprint,,0E-10,0.0100000000,0E-10,1,2,9999999.0000,0,None,None,None,345
967,111,Caldari Shuttle Blueprint,,0E-10,0.0100000000,0E-10,1,None,50000.0000,1,416,None,None,317
968,106,Moa Blueprint,,0E-10,0.0100000000,0E-10,1,None,83500000.0000,1,275,None,None,49
969,106,Maller Blueprint,,0E-10,0.0100000000,0E-10,1,None,83750000.0000,1,274,None,None,57
970,106,Augoror Blueprint,,0E-10,0.0100000000,0E-10,1,None,80750000.0000,1,274,None,None,58
971,106,Vexor Blueprint,,0E-10,0.0100000000,0E-10,1,None,83250000.0000,1,276,None,None,62
972,106,Thorax Blueprint,,0E-10,0.0100000000,0E-10,1,None,82250000.0000,1,276,None,None,63
973,106,Arbitrator Blueprint,,0E-10,0.0100000000,0E-10,1,None,81750000.0000,1,274,None,None,298
974,106,Rupture Blueprint,,0E-10,0.0100000000,0E-10,1,None,83000000.0000,1,273,None,None,302
975,106,Bellicose Blueprint,,0E-10,0.0100000000,0E-10,1,None,81000000.0000,1,273,None,None,303
976,106,Scythe Blueprint,,0E-10,0.0100000000,0E-10,1,None,80000000.0000,1,273,None,None,304
977,106,Blackbird Blueprint,,0E-10,0.0100000000,0E-10,1,None,81500000.0000,1,275,None,None,311
978,106,Celestis Blueprint,,0E-10,0.0100000000,0E-10,1,None,81250000.0000,1,276,None,None,319
979,106,Exequror Blueprint,,0E-10,0.0100000000,0E-10,1,None,80250000.0000,1,276,None,None,320
983,108,Badger Blueprint,,0E-10,0.0100000000,0E-10,1,None,3487500.0000,1,284,None,None,51
984,108,Tayra Blueprint,,0E-10,0.0100000000,0E-10,1,None,7425000.0000,1,284,None,None,52
985,108,Nereus Blueprint,,0E-10,0.0100000000,0E-10,1,None,3100000.0000,1,283,None,None,65
986,108,Hoarder Blueprint,,0E-10,0.0100000000,0E-10,1,None,4525000.0000,1,282,None,None,308
987,108,Mammoth Blueprint,,0E-10,0.0100000000,0E-10,1,None,9375000.0000,1,282,None,None,309
988,108,Wreathe Blueprint,,0E-10,0.0100000000,0E-10,1,None,3225000.0000,1,282,None,None,310
989,108,Kryos Blueprint,,0E-10,0.0100000000,0E-10,1,None,3425000.0000,1,283,None,None,325
990,108,Epithal Blueprint,,0E-10,0.0100000000,0E-10,1,None,6000000.0000,1,283,None,None,326
991,108,Miasmos Blueprint,,0E-10,0.0100000000,0E-10,1,None,4287500.0000,1,283,None,None,327
992,108,Iteron Mark V Blueprint,,0E-10,0.0100000000,0E-10,1,None,11250000.0000,1,283,None,None,328
994,107,Scorpion Blueprint,,0E-10,0.0100000000,0E-10,1,None,1075000000.0000,1,280,None,None,50
995,107,Megathron Blueprint,,0E-10,0.0100000000,0E-10,1,None,1250000000.0000,1,281,None,None,64
996,107,Apocalypse Blueprint,,0E-10,0.0100000000,0E-10,1,None,1265000000.0000,1,279,None,None,296
997,107,Armageddon Blueprint,,0E-10,0.0100000000,0E-10,1,None,1565000000.0000,1,279,None,None,297
998,107,Typhoon Blueprint,,0E-10,0.0100000000,0E-10,1,None,975000000.0000,1,278,None,None,301
999,107,Dominix Blueprint,,0E-10,0.0100000000,0E-10,1,None,1660000000.0000,1,281,None,None,318
